book	chapter	verse	sort	greek	strong	bsb	pnc
2JN	1	10	202647	χαίρειν	G5463	. . .	
2JN	1	10	202648	αὐτῷ	G846	him	.
2JN	1	11	202663	γὰρ	G1063	-	
2JN	1	11	202661	ὁ	G3588	Whoever	
2JN	1	11	202662	λέγων	G3004	greets	
2JN	1	11	202665	χαίρειν	G5463	. . .	
2JN	1	11	202664	αὐτῷ	G846	[such a person]	
2JN	1	11	202666	κοινωνεῖ	G2841	shares	
2JN	1	11	202667	τοῖς	G3588	in	
2JN	1	11	202669	αὐτοῦ	G846	his	
2JN	1	11	202670	τοῖς	G3588	-	
2JN	1	11	202671	πονηροῖς	G4190	evil	
2JN	1	11	202668	ἔργοις	G2041	deeds	.
2JN	1	12	202683	ἔχων	G2192	I have	
2JN	1	12	202682	Πολλὰ	G4183	many things	
2JN	1	12	202685	γράφειν	G1125	to write	
2JN	1	12	202684	ὑμῖν	G4771	to you	,
2JN	1	12	202687	ἐβουλήθην	G1014	[but] I would prefer	
2JN	1	12	202686	οὐκ	G3756	not [to do so]	
2JN	1	12	202688	διὰ	G1223	with	
2JN	1	12	202689	χάρτου	G5489	paper	
2JN	1	12	202690	καὶ	G2532	and	
2JN	1	12	202691	μέλανος	G3188	ink	.
2JN	1	12	202692	ἀλλὰ	G235	Instead	,
2JN	1	12	202693	ἐλπίζω	G1679	I hope	
2JN	1	12	202694	γενέσθαι	G1096	to come	
2JN	1	12	202697	καὶ	G2532	and	
2JN	1	12	202701	λαλῆσαι	G2980	speak	
2JN	1	12	202695	πρὸς	G4314	with	
2JN	1	12	202696	ὑμᾶς	G4771	you	
2JN	1	12	202698	στόμα	G4750	[face]	
2JN	1	12	202699	πρὸς	G4314	to	
2JN	1	12	202700	στόμα	G4750	[face]	,
2JN	1	12	202702	ἵνα	G2443	so that	
2JN	1	12	202705	ἡμῶν	G1473	our	
2JN	1	12	202703	ἡ	G3588	-	
2JN	1	12	202704	χαρὰ	G5479	joy	
2JN	1	12	202707	ᾖ	G1510	may be	
2JN	1	12	202706	πεπληρωμένη	G4137	complete	.
2JN	1	13	202720	τὰ	G3588	The	
2JN	1	13	202721	τέκνα	G5043	children	
2JN	1	13	202724	σου	G4771	of your	
2JN	1	13	202725	τῆς	G3588	-	
2JN	1	13	202726	ἐκλεκτῆς	G1588	elect	
2JN	1	13	202722	τῆς	G3588	-	
2JN	1	13	202723	ἀδελφῆς	G79	sister	
2JN	1	13	202718	Ἀσπάζεταί	G782	send you greetings	
2JN	1	13	202719	σε	G4771	. . .	.
